,m318,m858,m50,m527,m1198,m904,m260,m750,m912,m2762,m913,m1193,m923,m908,m1221,m593,m1252,m2028,m1136,m2324,m1234,m2858,m2571,m1197,m1233,m1196,m296,m1213,m541,m608,m1225,m969,m1278,m919,m1247,m1208,m2804,m110,m2692,m1617,m3114,m1219,m1304,m1358,m1242,m111,m1288,m1704,m1214,m3147,m1240,m1,m1230,m1089,m1291,m2396,m1200,m2997,m1294,m1036,m2918,m1222,m47,m3578,m1258,m457,m1259,m1090,m1387,m356,m1206,m2959,m150,m1307,m924,m589,m1961,m3421,m1610,m3671,m1210,m1394,m3471,m2194,m920,m1674,m1270,m1079,m2791,m1097,m1265,m1784,m223,m32,m1954,m1220,m2268,m2599,m3481,m590
u4471,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,,4.0,5.0,4.0,5.0,3.0,,5.0,4.0,4.0,,5.0,,5.0,,4.0,5.0,,,5.0,4.0,,,3.0,,,5.0,,,4.0,,3.0,4.0,4.0,4.0,,3.0,4.0,,,,,4.0,,,,,4.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,,3.0,,,,4.0,4.0,,,3.0,4.0,4.0,4.0,,4.0,,,2.0,,,,4.0,3.0,4.0,,,,4.0,,4.0,,3.0,
u4472,,5.0,2.0,,5.0,,3.0,,,4.0,,,,,5.0,4.0,,3.0,,,4.0,,4.0,,,4.0,1.0,3.0,5.0,,4.0,2.0,,4.0,4.0,3.0,,5.0,,3.0,,,4.0,,,,,,4.0,,5.0,,,,2.0,3.0,5.0,,3.0,5.0,,2.0,4.0,5.0,,4.0,,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,,4.0,,3.0,,,4.0,4.0,4.0,4.0,2.0,,3.0,4.0,,,,3.0,,4.0,,,5.0
u4473,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,,5.0,,4.0,,,,5.0,,,2.0,,4.0,,,,,3.0,4.0,,4.0,4.0,5.0,,5.0,,,4.0,,,5.0,5.0,,,4.0,,5.0,,2.0,,,,5.0,4.0,4.0,,,,,5.0,2.0,5.0,,,,4.0,,4.0,,5.0,,,,,,4.0,3.0,,4.0,5.0,,4.0,3.0,4.0,,4.0,,5.0,5.0,2.0,,5.0,5.0,,,2.0,5.0,3.0,,,4.0,
u4474,,5.0,4.0,,,,,,,,,5.0,,,5.0,,,,,,4.0,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
u4475,5.0,,5.0,,,,5.0,,,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,4.0,,,,4.0,,,,,,,,,
u4476,,,,3.0,,,2.0,,4.0,,,,5.0,4.0,,,,,5.0,,,5.0,3.0,3.0,,2.0,,5.0,,5.0,,,2.0,5.0,4.0,,,,,,,,3.0,,,,5.0,,4.0,,,,5.0,,,5.0,2.0,5.0,5.0,,,,,,,,,,,,5.0,,,,5.0,2.0,,,,,2.0,5.0,4.0,,,,2.0,,,2.0,3.0,,3.0,5.0,,,,,,
u4477,4.0,,5.0,,4.0,,5.0,,,5.0,,,,,,4.0,,4.0,,,,4.0,3.0,,,4.0,,,4.0,,,,,,,,,4.0,3.0,4.0,,,,,,,,,,5.0,5.0,,,,4.0,3.0,,,,4.0,,,,3.0,,,,4.0,,,,,,,,4.0,,,5.0,,4.0,,4.0,,,,5.0,,,,,,,,4.0,,,2.0,,
u4478,5.0,4.0,5.0,,4.0,,5.0,3.0,5.0,3.0,4.0,3.0,4.0,,,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,,5.0,4.0,,5.0,4.0,,,4.0,3.0,4.0,,,,,4.0,4.0,4.0,,,3.0,,4.0,4.0,4.0,,3.0,4.0,,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,3.0,5.0,3.0,,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,,,,4.0,4.0,3.0,,4.0,3.0,4.0,5.0,,,,4.0,3.0,
u4479,,4.0,,,4.0,,5.0,,,,,,,4.0,3.0,,,4.0,,,,,3.0,,4.0,4.0,,,,,,4.0,,5.0,,,,,,,,,4.0,,3.0,,,,4.0,,4.0,,,,,,3.0,,,4.0,,4.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,
u448,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,
u4480,3.0,5.0,5.0,5.0,4.0,,5.0,,,,,5.0,,,5.0,4.0,5.0,5.0,5.0,,,5.0,4.0,3.0,,5.0,5.0,3.0,,5.0,4.0,,,,5.0,5.0,3.0,2.0,4.0,5.0,,5.0,4.0,4.0,,5.0,4.0,3.0,3.0,,3.0,4.0,5.0,5.0,,3.0,,4.0,,4.0,4.0,5.0,3.0,,5.0,3.0,4.0,4.0,3.0,4.0,5.0,,3.0,1.0,5.0,,3.0,5.0,,,3.0,5.0,4.0,4.0,,,,4.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,,4.0,,3.0
u4481,,,4.0,,,,5.0,,,4.0,,,,,,5.0,,5.0,,,,4.0,4.0,4.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,3.0,,4.0,,,,,,,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,
u4482,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,4.0,5.0,5.0,4.0,5.0,,4.0,,5.0,4.0,,4.0,4.0,,5.0,,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,,4.0,5.0,,5.0,4.0,,1.0,4.0,,5.0,3.0,4.0,4.0,,3.0,4.0,5.0,3.0,5.0,5.0,3.0,,,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,,3.0,4.0,5.0,4.0,,4.0,,4.0
u4483,5.0,5.0,,,,,,,,,,3.0,,,3.0,,,4.0,,,,4.0,,5.0,,3.0,4.0,3.0,,,,,,,,,4.0,5.0,5.0,,,,,,,3.0,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,3.0,,,3.0,,,,4.0,4.0,3.0,,,,,,,,
u4484,,,,,5.0,5.0,5.0,,5.0,,5.0,5.0,,5.0,,,,,4.0,5.0,,5.0,5.0,5.0,,5.0,3.0,,5.0,,5.0,5.0,,5.0,5.0,,5.0,,,,,,,,,4.0,4.0,5.0,,,,,,,,5.0,,,5.0,,5.0,,,,,,5.0,,,4.0,,,4.0,5.0,,,4.0,,,,5.0,4.0,5.0,,5.0,,5.0,4.0,4.0,5.0,5.0,,,,,5.0,,,4.0,
u4485,,,5.0,,,,,,,4.0,,,,,,5.0,,,,,,5.0,5.0,,,,,,,,,,,,,,,,5.0,5.0,,,,5.0,,,,4.0,,,,,,,,,,5.0,,,,,4.0,,,4.0,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,3.0,,,3.0,,,4.0,4.0,,
u4486,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
u4487,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,4.0,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
u4488,,5.0,,,4.0,4.0,4.0,,,,4.0,,,,5.0,,3.0,4.0,,,,,3.0,4.0,,4.0,,,,,,4.0,4.0,,,,,5.0,3.0,3.0,,4.0,4.0,,,,,,4.0,,4.0,,,,4.0,,4.0,,,4.0,,3.0,,,3.0,3.0,,,5.0,,,,,,3.0,4.0,,,4.0,3.0,3.0,,,4.0,,,4.0,,,,,,,,4.0,4.0,,,,5.0
u4489,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,,,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,5.0,,4.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,3.0,5.0,,4.0,5.0,4.0,5.0,,4.0,3.0,5.0,,5.0,5.0,,5.0,,4.0,5.0,,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,,4.0,4.0,
u449,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
u4490,,5.0,5.0,3.0,,5.0,4.0,4.0,5.0,5.0,5.0,,,,,5.0,5.0,4.0,,,,5.0,5.0,,4.0,3.0,,,4.0,4.0,,5.0,5.0,5.0,5.0,4.0,,4.0,3.0,5.0,,5.0,5.0,5.0,,4.0,,,5.0,5.0,4.0,,,4.0,,,5.0,3.0,4.0,3.0,,4.0,,,4.0,4.0,,4.0,,4.0,4.0,3.0,,,5.0,4.0,,,4.0,3.0,,,4.0,,5.0,3.0,,,,4.0,,,5.0,3.0,,4.0,,,,5.0
u4491,5.0,,,5.0,,,,,,5.0,,,,,,,,5.0,,,,,5.0,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,4.0,,,4.0,,,,,,,,,,,5.0,,,,1.0,4.0,,,,,,,,
u4492,,,,5.0,5.0,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
u4493,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
u4494,,3.0,5.0,,4.0,5.0,5.0,,5.0,,5.0,4.0,,,,,,,4.0,,,3.0,,4.0,5.0,5.0,5.0,,5.0,,,5.0,,,,,,4.0,,,,,5.0,,,,,,5.0,,,,,,4.0,,4.0,,,4.0,,,,,,4.0,,,3.0,,,,,,,4.0,,3.0,4.0,,4.0,3.0,,,,,,,,,,,,,3.0,4.0,,,,
u4495,,5.0,,,,,5.0,,,,,,,,5.0,5.0,,,,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,5.0,,,,,,,,,,,,,5.0,5.0,,,,5.0,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,
u4496,,,,,,4.0,,,,5.0,,,,4.0,,5.0,,,3.0,,,5.0,4.0,,,,,,,5.0,,,,,,,,,,4.0,,5.0,2.0,,,4.0,,,4.0,4.0,,,,5.0,,2.0,4.0,,3.0,,,,4.0,5.0,5.0,4.0,,,5.0,4.0,5.0,4.0,,,3.0,4.0,,4.0,,,,,5.0,,,,,,,4.0,,,,,,,,5.0,4.0,
u4497,,5.0,5.0,,5.0,,5.0,,,5.0,,,,,4.0,5.0,5.0,,,,,5.0,5.0,5.0,,4.0,,,5.0,5.0,4.0,,4.0,5.0,5.0,5.0,,,4.0,5.0,,5.0,,5.0,4.0,4.0,4.0,,3.0,5.0,5.0,,,4.0,4.0,5.0,4.0,4.0,,5.0,,5.0,,5.0,5.0,,4.0,5.0,4.0,,5.0,1.0,,,5.0,,4.0,,4.0,,4.0,,5.0,4.0,5.0,5.0,4.0,,,5.0,,,,,5.0,,,5.0,,
u4498,,,,5.0,,,,,,5.0,5.0,,,,,,,5.0,,,,3.0,2.0,,5.0,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,3.0,5.0,,4.0,,,,,,4.0,,4.0,,,,5.0,,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,3.0,3.0
u4499,5.0,,5.0,5.0,,,5.0,5.0,5.0,4.0,,,,4.0,,5.0,5.0,5.0,,,,5.0,4.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,5.0,,,4.0,4.0,,,,4.0,5.0,,,,,,,,,5.0,,4.0,,5.0,,5.0,,,5.0,,,4.0,,,,5.0,,,,,4.0,3.0,,,,,4.0,,,,3.0,,,,,,,,5.0,,,,4.0,,,
u45,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,5.0,3.0,,3.0,,,,,,4.0,,3.0,,,,,,,,,4.0,3.0,,,3.0,,2.0,,,3.0,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,4.0,,5.0,,3.0,,4.0,4.0,,,,,,3.0,,
u450,5.0,,,4.0,5.0,5.0,5.0,,,,,4.0,,,,,,4.0,4.0,,,,,,,,,,,5.0,,,,,5.0,,4.0,,,,5.0,5.0,5.0,5.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,5.0,,,,,,,,,,5.0,,4.0,4.0,,,,,,,,,,
u4500,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4501,,4.0,,,5.0,,5.0,3.0,5.0,,,,,,,,,,,,,5.0,5.0,4.0,,5.0,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,4.0,,3.0,,,3.0,5.0,4.0,,,,4.0,,,,,5.0,,,,4.0,5.0,,,,,5.0,4.0,5.0,,,,3.0,5.0,,4.0,,,,4.0,,,,,,
u4502,5.0,5.0,,4.0,,4.0,4.0,,4.0,,,4.0,4.0,4.0,4.0,5.0,,,,4.0,,4.0,,,,4.0,3.0,4.0,4.0,5.0,,4.0,4.0,4.0,5.0,5.0,,5.0,,4.0,,4.0,5.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,3.0,4.0,4.0,,4.0,,4.0,,,4.0,,4.0,,3.0,,4.0,5.0,4.0,,3.0,,5.0,4.0,,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,,5.0
u4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,3.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4504,,,,,,,5.0,,,5.0,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
u4505,5.0,5.0,,,,,,,,5.0,,5.0,,,5.0,5.0,5.0,5.0,,,,3.0,4.0,,,4.0,,3.0,,5.0,,,,,,4.0,,5.0,,,,,,5.0,,4.0,,5.0,5.0,5.0,4.0,,,,,,,,,4.0,,,5.0,,5.0,5.0,,,,5.0,,,5.0,5.0,,4.0,5.0,,5.0,5.0,3.0,,5.0,,,5.0,,,,5.0,4.0,,,,5.0,,,,,5.0
u4506,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,,4.0,,4.0,4.0,5.0,5.0,,5.0,,,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,,,3.0,4.0,,,,
u4507,,,5.0,5.0,5.0,,5.0,,,,,,5.0,,,4.0,,4.0,5.0,,,5.0,5.0,5.0,,5.0,3.0,5.0,,5.0,,,5.0,5.0,,4.0,,4.0,5.0,5.0,,2.0,,,,,,,4.0,5.0,5.0,4.0,,5.0,5.0,,,4.0,5.0,,,5.0,5.0,5.0,3.0,5.0,,4.0,,4.0,5.0,5.0,,,,,,,,5.0,5.0,,,,,,5.0,,,5.0,4.0,,3.0,,5.0,5.0,4.0,,,4.0
u4508,,5.0,4.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,,4.0,4.0,5.0,5.0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,,5.0,4.0,4.0,,5.0,4.0,2.0,5.0,,4.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0
u4509,5.0,5.0,,5.0,4.0,,5.0,4.0,4.0,5.0,,5.0,,,4.0,5.0,,5.0,5.0,,,5.0,2.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,3.0,,5.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,,5.0,5.0,,5.0,,3.0,4.0,5.0,5.0,4.0,,5.0,4.0,,5.0,5.0,5.0,4.0,2.0,4.0,,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,,,,4.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,,
u451,5.0,,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,,5.0,5.0,3.0,5.0,5.0,5.0,,,,5.0,,4.0,,5.0,5.0,,,5.0,,4.0,5.0,5.0,,,3.0,,5.0,,,5.0,,4.0,,4.0,,5.0,4.0,,,5.0,,4.0,5.0,,4.0,,,4.0,,4.0,4.0,4.0,5.0,,,,5.0,4.0,,,5.0,3.0,4.0,,5.0,,4.0,,5.0,,,5.0,,,,,4.0,,5.0,,,,,
u4510,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,,2.0,4.0,3.0,2.0,3.0,,4.0
u4511,,5.0,,,5.0,,5.0,,,,,4.0,,,4.0,,,,,,,3.0,,,,5.0,,,,,,,,,,,,,,,,5.0,5.0,,,,,,5.0,5.0,5.0,,,,4.0,,5.0,,,4.0,,4.0,,4.0,,,,,5.0,,,3.0,,,,5.0,,,,,5.0,,,4.0,,,,,,,,,,,5.0,5.0,,,,
u4512,,5.0,4.0,4.0,5.0,,5.0,,,,,,,,5.0,,,5.0,2.0,,4.0,3.0,5.0,4.0,,5.0,4.0,5.0,,1.0,,,,,,4.0,5.0,5.0,,,4.0,,,,5.0,,,,3.0,5.0,4.0,5.0,,4.0,5.0,,4.0,2.0,2.0,,5.0,4.0,,5.0,,4.0,,5.0,3.0,5.0,,,,,,4.0,,,,,4.0,3.0,,5.0,4.0,,,4.0,,4.0,,3.0,,,,1.0,4.0,3.0,,
u4513,5.0,,,,5.0,,,,,4.0,,5.0,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0
u4514,5.0,,5.0,4.0,4.0,,,,,4.0,,4.0,,,,5.0,,,4.0,,,5.0,4.0,,,5.0,5.0,5.0,,4.0,,,,2.0,,4.0,,,5.0,3.0,,,,,,,,,4.0,,,,,5.0,,,,4.0,,,,,,5.0,3.0,,,,5.0,2.0,,,,,,4.0,,,,,,3.0,,,,,,,,,,,5.0,,,,,4.0,,
u4515,,,,,5.0,,4.0,,5.0,,,,,,,,,,,,,,,5.0,,4.0,,,,,,5.0,,4.0,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
u4516,,5.0,5.0,,,,,,,,,4.0,5.0,,5.0,5.0,4.0,5.0,,,,5.0,,,,5.0,5.0,5.0,,5.0,,,,,5.0,5.0,,,,,,4.0,,,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,
u4517,5.0,,4.0,4.0,4.0,,4.0,,,5.0,,,4.0,,,5.0,,3.0,4.0,,,4.0,,4.0,,4.0,5.0,,,5.0,,,4.0,4.0,,,5.0,3.0,5.0,,4.0,4.0,,,,,,,3.0,3.0,2.0,4.0,,,4.0,3.0,,,,,5.0,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,5.0,3.0,5.0,3.0,3.0,,2.0,4.0,4.0,,2.0,3.0,4.0,3.0,,,,4.0,,3.0,4.0,4.0,4.0,4.0,,,,,4.0,2.0,2.0
u4518,,,5.0,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,5.0,5.0,,5.0,,,,,,,,,,5.0,,,,5.0,,,,,,,,5.0,,5.0,,5.0,,5.0,,,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,3.0
u4519,,5.0,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,3.0,5.0,,2.0,,5.0,,,,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,
u452,5.0,,,5.0,,,,,,,,,,4.0,,5.0,,5.0,,,,5.0,5.0,,5.0,,5.0,5.0,,5.0,,,,,,,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,5.0,,,5.0,,,5.0,,,,,,,,,,4.0,,,5.0,,,,,5.0,,,5.0
u4520,5.0,5.0,4.0,,5.0,4.0,4.0,4.0,,5.0,,,,,5.0,5.0,5.0,5.0,,,,4.0,5.0,,3.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,5.0,,5.0,5.0,5.0,,5.0,,5.0,,5.0,,,5.0,4.0,5.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,,5.0,5.0,,,4.0,,,4.0,,,,5.0,,,4.0,,5.0,,,4.0,,4.0,,,,,,,3.0,,3.0,,,4.0,,
u4521,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,5.0,,4.0,,,,5.0,5.0,,,,,5.0,,3.0,,5.0,5.0,5.0,4.0,5.0,4.0,,,,5.0,,5.0,5.0,,5.0,,5.0,4.0,5.0,,5.0,,3.0,4.0,,2.0,,,,,,3.0,4.0,,5.0,3.0,,,5.0,,,,,5.0,,5.0,4.0,,5.0,5.0,,,,,,5.0,,4.0,,,5.0,5.0,4.0,,5.0,5.0,,4.0,3.0,,,,5.0,,
u4522,5.0,5.0,5.0,4.0,4.0,4.0,,,4.0,,5.0,,4.0,4.0,4.0,4.0,4.0,5.0,,,,4.0,,5.0,3.0,3.0,,,,,,5.0,,,,,4.0,,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,,4.0,4.0,3.0,4.0,5.0,,,5.0,4.0,4.0,,5.0,,3.0,,4.0,,,,,4.0,,,4.0,,4.0,4.0,3.0,5.0,,,,,4.0,,,,,,,,,4.0,,,,,3.0,,4.0,3.0,
u4523,5.0,,5.0,,5.0,,5.0,,,,4.0,,,4.0,,,,5.0,5.0,,,,5.0,5.0,,5.0,,,5.0,,,4.0,,5.0,4.0,,,5.0,,4.0,4.0,4.0,4.0,,5.0,,,,5.0,,4.0,4.0,,,5.0,,5.0,,,4.0,,,,5.0,,4.0,,3.0,4.0,5.0,,,5.0,,,5.0,4.0,,4.0,,5.0,,4.0,4.0,4.0,,5.0,,,4.0,5.0,,,4.0,,4.0,4.0,,,4.0
u4524,5.0,5.0,,,5.0,,,,,4.0,,,4.0,,4.0,4.0,,4.0,,,,1.0,5.0,4.0,,5.0,3.0,,,2.0,,,,4.0,,,4.0,4.0,,,5.0,,,,,,4.0,5.0,,,5.0,5.0,,,4.0,,5.0,,,4.0,4.0,3.0,,,4.0,4.0,,4.0,5.0,,,,,,,5.0,,4.0,,,5.0,5.0,5.0,,,,4.0,,,5.0,4.0,5.0,,,4.0,,,,,
u4525,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4526,5.0,5.0,4.0,5.0,3.0,,4.0,,,,,,,,5.0,5.0,4.0,,3.0,,,4.0,,,4.0,,4.0,5.0,3.0,4.0,,,3.0,,,5.0,2.0,,,4.0,3.0,,,,3.0,4.0,,,3.0,2.0,4.0,,5.0,,,,,4.0,,,,,,3.0,,,,4.0,5.0,,,,,,,,,4.0,,3.0,,5.0,5.0,,,4.0,,,,,,,,,,,,4.0,,
u4527,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
u4528,,,,,4.0,,,,4.0,4.0,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,4.0,,4.0,,,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,
u4529,,5.0,,,5.0,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
